Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Sound Check","Mozart Area > Knight's Ferry > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/112484708/sound-check,2.5,-1,Boulder,V0,1,11,37.82091,-120.65906
Mozart,"Mozart Area > Knight's Ferry > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/112484689/mozart,2.5,-1,Boulder,V3,1,12,37.82091,-120.65906
Pluto,"Third Stone Area > Knight's Ferry > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/112484647/pluto,2.3,-1,Boulder,V0,1,5,37.81945,-120.66278
"Anxiety for Mom","Third Stone Area > Knight's Ferry > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/118218171/anxiety-for-mom,3.0,-1,Boulder,V2,1,15,37.81945,-120.66278
"Third Stone From the Sun","Third Stone Area > Knight's Ferry > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/112484628/third-stone-from-the-sun,3.0,-1,Boulder,V2-3,1,7,37.81945,-120.66278
"I am Groot?","Stonehenge > Knight's Ferry > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/118959981/i-am-groot,2.0,-1,"Boulder, Alpine","V1 PG13",1,10,37.8211,-120.65869
"Mjolnir's Landing","Stonehenge > Knight's Ferry > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/118959918/mjolnirs-landing,2.0,-1,"Boulder, Alpine","V1-2 PG13",1,10,37.8211,-120.65869
"Crunch Crack","Crunchy Boulder > St. Mary's Boulders > Sonora Pass Bouldering > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/107855479/crunch-crack,2.0,-1,Boulder,V1,1,10,38.3369,-119.6464
"Hail Mary","Crunchy Boulder > St. Mary's Boulders > Sonora Pass Bouldering > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/107855449/hail-mary,2.0,-1,Boulder,V2,1,10,38.3369,-119.6464
"Captain Crunch","Crunchy Boulder > St. Mary's Boulders > Sonora Pass Bouldering > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/107855468/captain-crunch,2.0,-1,Boulder,V4,1,12,38.3369,-119.6464
"The Axe Wound","Picnic Boulders > Columbia State Historic Park > Columbia Bouldering > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/111525743/the-axe-wound,3.3,-1,Boulder,V4,1,13,38.03372,-120.40042
"The Prow","Picnic Boulders > Columbia State Historic Park > Columbia Bouldering > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/118077088/the-prow,3.0,-1,Boulder,V5,1,15,38.03372,-120.40042
"Tent City Face","Tent City > Diggins Boulders > Columbia State Historic Park > Columbia Bouldering > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/111525737/tent-city-face,2.8,-1,Boulder,V0,1,10,38.03364,-120.39973
"Big Easy","African Roof > Diggins Boulders > Columbia State Historic Park > Columbia Bouldering > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/111529002/big-easy,2.8,-1,Boulder,V0,1,16,38.03387,-120.39944
"Little Easy","African Roof > Diggins Boulders > Columbia State Historic Park > Columbia Bouldering > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/111529027/little-easy,2.0,-1,Boulder,V0,1,8,38.03387,-120.39944
"African Roof","African Roof > Diggins Boulders > Columbia State Historic Park > Columbia Bouldering > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/111528988/african-roof,3.1,-1,Boulder,V1,1,15,38.03387,-120.39944
"Sloper exit","African Roof > Diggins Boulders > Columbia State Historic Park > Columbia Bouldering > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/117265003/sloper-exit,3.0,-1,Boulder,"V2 PG13",1,15,38.03387,-120.39944
"Stagecoach Arete","Stage Coach Boulders > Columbia State Historic Park > Columbia Bouldering > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/118077236/stagecoach-arete,2.0,-1,Boulder,V0,1,20,38.03366,-120.39765
"Face to Crack","Stage Coach Boulders > Columbia State Historic Park > Columbia Bouldering > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/118077212/face-to-crack,2.0,-1,Boulder,V1-2,1,15,38.03366,-120.39765
"Sloper Rail","Stage Coach Boulders > Columbia State Historic Park > Columbia Bouldering > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/118077035/sloper-rail,3.5,-1,Boulder,V4,1,10,38.03366,-120.39765
"Broken Face","Horse Trail Boulders > Columbia State Historic Park > Columbia Bouldering > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/111594726/broken-face,2.9,-1,Boulder,V0,1,10,38.0346,-120.39736
"Font Arete","Horse Trail Boulders > Columbia State Historic Park > Columbia Bouldering > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/111597136/font-arete,2.1,-1,Boulder,V2,1,8,38.0346,-120.39736
"Silver Arete","Horse Trail Boulders > Columbia State Historic Park > Columbia Bouldering > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/111594713/silver-arete,3.0,-1,Boulder,V2,1,12,38.0346,-120.39736
"Horse Trail Prow","Horse Trail Boulders > Columbia State Historic Park > Columbia Bouldering > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/117023098/horse-trail-prow,4.0,-1,Boulder,"V3 R",1,20,38.0346,-120.39736
"Horse Trail Arete","Horse Trail Boulders > Columbia State Historic Park > Columbia Bouldering > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/117023119/horse-trail-arete,3.5,-1,Boulder,V5,1,15,38.0346,-120.39736
"Horse Trail Face","Horse Trail Boulders > Columbia State Historic Park > Columbia Bouldering > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/117023148/horse-trail-face,4.0,-1,Boulder,V5,1,12,38.0346,-120.39736
"The Cave Route","The Approach Boulders > Columbia State Historic Park > Columbia Bouldering > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/111597839/the-cave-route,2.8,-1,Boulder,V3,1,10,38.0324,-120.39698
"Hobo Highway","The Approach Boulders > Columbia State Historic Park > Columbia Bouldering > Sonora Pass Highway (108) > California",https://www.mountainproject.com/route/111609558/hobo-highway,3.0,-1,Boulder,V3,1,30,38.0324,-120.39698
