Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Flake Direct","Lost Rocks > Redwood Coast > California",https://www.mountainproject.com/route/106562671/flake-direct,3.5,-1,Boulder,V4,1,15,41.5196,-124.0815
"Trailside Backside","Mussel Beach > Patrick's Point State Park > Redwood Coast > California",https://www.mountainproject.com/route/113345936/trailside-backside,2.0,-1,Boulder,V0,1,8,41.1384,-124.1562
"Under Throw","Mussel Beach > Patrick's Point State Park > Redwood Coast > California",https://www.mountainproject.com/route/110887953/under-throw,2.5,-1,Boulder,V2,1,15,41.1384,-124.1562
"Wet Dreams","Mussel Beach > Patrick's Point State Park > Redwood Coast > California",https://www.mountainproject.com/route/110887962/wet-dreams,2.3,-1,Boulder,V2,1,7,41.1384,-124.1562
Trailside,"Mussel Beach > Patrick's Point State Park > Redwood Coast > California",https://www.mountainproject.com/route/113345886/trailside,3.0,-1,Boulder,V3,1,9,41.1384,-124.1562
"Witness The Wetness","Mussel Beach > Patrick's Point State Park > Redwood Coast > California",https://www.mountainproject.com/route/110887985/witness-the-wetness,3.0,-1,Boulder,V4,1,10,41.1384,-124.1562
"Keep Your Anemones Closer","Mussel Beach > Patrick's Point State Park > Redwood Coast > California",https://www.mountainproject.com/route/110938646/keep-your-anemones-closer,2.0,-1,Boulder,V5,1,,41.1384,-124.1562
"Superfly (aka: Nicknack)","Mussel Beach > Patrick's Point State Park > Redwood Coast > California",https://www.mountainproject.com/route/114231970/superfly-aka-nicknack,4.0,-1,Boulder,"V5 R",1,24,41.1384,-124.1562
Draw,"Mussel Beach > Patrick's Point State Park > Redwood Coast > California",https://www.mountainproject.com/route/114076390/draw,3.0,-1,Boulder,V5,1,16,41.1384,-124.1562
"Ante Up","Mussel Beach > Patrick's Point State Park > Redwood Coast > California",https://www.mountainproject.com/route/114076257/ante-up,4.0,-1,Boulder,V6,1,20,41.1384,-124.1562
"Abandon Ship","Mussel Beach > Patrick's Point State Park > Redwood Coast > California",https://www.mountainproject.com/route/114231389/abandon-ship,3.0,-1,Boulder,V6-7,1,20,41.1384,-124.1562
Scrunchy,"Goat Rocks > Redwood Coast > California",https://www.mountainproject.com/route/105877403/scrunchy,2.0,-1,Boulder,V0-,1,,40.4672,-123.8052
