Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Unkown Crack","Stumbling Blocks > Malibu Creek State Park > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/106691794/unkown-crack,2.5,-1,Boulder,V1,1,20,34.09602,-118.73011
"Don't get caught","Bruin Walk > UCLA > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/107436180/dont-get-caught,2.0,-1,"Sport, Boulder",V0,1,15,34.0682,-118.4455
"Brick Lie-Back","Bruin Walk > UCLA > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/119079812/brick-lie-back,3.0,-1,Boulder,V3,1,10,34.0682,-118.4455
"Corona Crack","Westwood Plaza Underpass > UCLA > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/119079782/corona-crack,3.0,-1,Boulder,V2-3,1,12,34.06879,-118.44626
Lucky,"Bronson Canyon/The Bat Cave > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/108339195/lucky,2.0,-1,Boulder,V0,1,12,34.12133,-118.31429
"The Rental (Pizza Boy)","Bronson Canyon/The Bat Cave > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/112828219/the-rental-pizza-boy,3.0,-1,Boulder,V2,1,23,34.12133,-118.31429
Illuminati,"The Headwaters > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/118976331/illuminati,3.0,-1,Boulder,V1,1,10,34.07777,-118.59257
"Maple Canyon Arete","The Headwaters > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/112932687/maple-canyon-arete,3.2,-1,Boulder,V1,1,10,34.07777,-118.59257
"Number Nine","The Headwaters > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/119015264/number-nine,2.0,-1,Boulder,V1,1,12,34.07777,-118.59257
"When the Levee Breaks","The Headwaters > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/118994112/when-the-levee-breaks,2.5,-1,Boulder,V2,1,10,34.07777,-118.59257
"The Seam","The Headwaters > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/117396405/the-seam,3.0,-1,Boulder,V4,1,11,34.07777,-118.59257
"The Centerpiece","The Headwaters > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/112932694/the-centerpiece,2.7,-1,Boulder,V5,1,12,34.07777,-118.59257
"Pyramid Arete","The Purple Pyramid > Purple Stones North > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/112930847/pyramid-arete,3.5,-1,Boulder,V-easy,1,22,34.07658,-118.59128
"Pyramid Face","The Purple Pyramid > Purple Stones North > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/112930862/pyramid-face,2.0,-1,Boulder,V-easy,1,22,34.07658,-118.59128
"Topanga Lieback","The Purple Pyramid > Purple Stones North > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/112930137/topanga-lieback,2.0,-1,Boulder,"V1 R",1,14,34.07658,-118.59128
"Sandy Beach","Zodiac Boulder > Purple Stones North > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/112935613/sandy-beach,3.0,-1,Boulder,"V-easy R",1,25,34.07673,-118.5914
"The Striated Pebble","Zodiac Boulder > Purple Stones North > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/117587582/the-striated-pebble,3.0,-1,Boulder,"V0 R",1,,34.07673,-118.5914
"Muscle Beach","Zodiac Boulder > Purple Stones North > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/112930824/muscle-beach,3.5,-1,Boulder,"V1 R",1,16,34.07673,-118.5914
"Lode Stone","Zodiac Boulder > Purple Stones North > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/112930808/lode-stone,3.5,-1,Boulder,"V4 PG13",1,20,34.07673,-118.5914
"Purple Squeeze","Naked Edge Boulder > Purple Stones North > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/112932720/purple-squeeze,3.0,-1,Boulder,V8,1,14,34.07674,-118.59128
"Purple Prow","Naked Edge Boulder > Purple Stones North > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/112930258/purple-prow,3.8,-1,Boulder,V8,1,20,34.07674,-118.59128
Ultraviolet,"Naked Edge Boulder > Purple Stones North > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/118154554/ultraviolet,3.0,-1,Boulder,"V10+ X",1,30,34.07674,-118.59128
"Piece of Cake","Purple Stones South > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/119106293/piece-of-cake,2.0,-1,Boulder,V0,1,12,34.07777,-118.59259
"Purple People Eater","Halfway Boulder > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/118135750/purple-people-eater,2.0,-1,Boulder,V9,1,12,34.07713,-118.59186
Freebird,"Main Area > Purple Stones > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/114341773/freebird,2.0,-1,Boulder,V4-,1,,34.07672,-118.59151
"The schnoz","The Captains Boulder > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/118713379/the-schnoz,4.0,-1,Boulder,V-easy,1,,34.1004,-118.8439
"The stobe","The Captains Boulder > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/118713433/the-stobe,4.0,-1,Boulder,V0,1,,34.1004,-118.8439
"The Captains Corner","The Captains Boulder > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/107282131/the-captains-corner,2.0,-1,Boulder,V0,1,15,34.1004,-118.8439
"The claw","The Captains Boulder > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/118713416/the-claw,3.5,-1,Boulder,V1+,1,,34.1004,-118.8439
"Overhang Right","The Captains Boulder > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/112935712/overhang-right,2.5,-1,Boulder,V3,1,8,34.1004,-118.8439
"Overhang Left","The Captains Boulder > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/112935636/overhang-left,2.0,-1,Boulder,V3,1,,34.1004,-118.8439
"Eye Sockets","Boulder 1 > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/112919969/eye-sockets,3.0,-1,Boulder,V1,1,12,34.102,-118.8457
"Coffin Crimper","Chossy Boi Boulder > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/117870452/coffin-crimper,3.0,-1,Boulder,V2,1,15,34.10178,-118.8458
"""I Should Have Pooped Before This""","Chossy Boi Boulder > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/117870400/i-should-have-pooped-before-this,3.0,-1,Boulder,V3,1,15,34.10178,-118.8458
"Climbing Down and Dirty","Boulder 2 > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/117870888/climbing-down-and-dirty,2.0,-1,Boulder,V0,1,10,34.10186,-118.84602
"""It's My First Time""","Boulder 2 > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/117870637/its-my-first-time,2.7,-1,Boulder,V0,1,15,34.10186,-118.84602
"OG Mudbone","Boulder 2 > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/117870860/og-mudbone,2.0,-1,Boulder,V1-,1,15,34.10186,-118.84602
Saucin',"Boulder 2 > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/117870788/saucin,2.0,-1,Boulder,V1-,1,15,34.10186,-118.84602
"French Wiggler","Boulder 2 > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/117870819/french-wiggler,2.3,-1,Boulder,V1+,1,15,34.10186,-118.84602
"Does The Size of My Chalk Bag Matter?","Boulder 2 > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/117870617/does-the-size-of-my-chalk-bag-matter,3.5,-1,Boulder,V2,1,20,34.10186,-118.84602
"Lil Scud","Boulder 2 > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/118783022/lil-scud,3.0,-1,Boulder,V2,1,15,34.10186,-118.84602
"Finger Boo Boo","Boulder 2 > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/118688037/finger-boo-boo,3.0,-1,Boulder,V2+,1,15,34.10186,-118.84602
"The Butter Churner","Boulder 2 > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/117870698/the-butter-churner,3.0,-1,Boulder,V2+,1,15,34.10186,-118.84602
"Pocket Pussy","Boulder 2 > Miniholland > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/117870586/pocket-pussy,3.0,-1,Boulder,"V3+ PG13",1,20,34.10186,-118.84602
Arachnoflake,"Gainsborough Boulders > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/111962746/arachnoflake,2.0,-1,Boulder,V0,1,,34.1954,-118.8859
"Redwood Corner","Gainsborough Boulders > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/110149317/redwood-corner,2.2,-1,Boulder,V0,1,,34.1954,-118.8859
Arachnophobia,"Gainsborough Boulders > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/108205429/arachnophobia,1.8,-1,Boulder,V0+,1,,34.1954,-118.8859
Hook,"Gainsborough Boulders > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/108205434/hook,2.5,-1,Boulder,V1,1,,34.1954,-118.8859
"Shoot The J","Gainsborough Boulders > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/113376902/shoot-the-j,3.0,-1,Boulder,"V3 PG13",1,15,34.1954,-118.8859
"Tarantula Traverse","Gainsborough Boulders > *Santa Monica Mountains Bouldering > Santa Monica Mountains > Los Angeles Basin > California",https://www.mountainproject.com/route/108205415/tarantula-traverse,3.3,-1,Boulder,V4,1,30,34.1954,-118.8859
